,PQ1.1_Modeling_language_experience,,,,,,PQ1.2_Modeling_language_reference,,PQ2.1_Modeling_tool_experiences,,,,,,,,,,,,PQ2.2_Modeling_tool_reference,,PQ3_Modeling_exp_time,,PQ4_Modeling_activities,,,,,,,PQ5_Modeling_Self-evaluation,PQ6_Modeling_context,,,,,,PQ7_Modeling_learning,,,,,,,,,PQ8_Educational_level?,,PP01_Frequency ,,PP01_Causes,,,,,PP01_Reponses,,,,,,,,PP02_Frequency ,,PP02_Causes,,,,,PP02_Reponses,,,,,,,,PP03_Frequency ,,PP03_Causes,,,,,PP03_Reponses,,,,,,,,PP04_Frequency ,,PP04_Causes,,,,,PP04_Reponses,,,,,,,,PP05_Frequency ,,PP05_Causes,,,,,PP05_Reponses,,,,,,,,PP06_Frequency ,,PP06_Causes,,,,,PP06_Reponses,,,,,,,,PP07_Frequency ,,PP07_Causes,,,,,PP07_Reponses,,,,,,,,PP08_Frequency ,,PP08_Causes,,,,,PP08_Reponses,,,,,,,,PP09_Frequency ,,PP09_Causes,,,,,PP09_Reponses,,,,,,,,PP10_Frequency ,,PP10_Causes,,,,,PP10_Reponses,,,,,,,,PP11_Frequency ,,PP11_Causes,,,,,PP11_Reponses,,,,,,,,PP12_Frequency ,,PP12_Causes,,,,,PP12_Reponses,,,,,,,,PP13_Frequency ,,PP13_Causes,,,,,PP13_Reponses,,,,,,,,PP14_Frequency ,,PP14_Causes,,,,,PP14_Reponses,,,,,,,,PP15_Frequency ,,PP15_Causes,,,,,PP15_Reponses,,,,,,,,PP16_Frequency ,,PP16_Causes,,,,,PP16_Reponses,,,,,,,
14018200337,1,0,1,0,0,,UML,,1,1,0,1,1,0,0,0,0,0,0,,Visual Paradigm,,More than 3 years,27,1,1,1,1,1,0,,Expert,1,1,1,0,0,,1,0,0,1,0,1,1,0,,Master's degree or higher education,,1,Sometimes,Agree,Neither agree nor disagree,Agree,Strongly disagree,,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,,1,Sometimes,Agree,Neither agree nor disagree,Disagree,Strongly disagree,,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,,1,Sometimes,Disagree,Disagree,Disagree,Strongly disagree,,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,,0,,,,,,,,,,,,,,,1,Sometimes,Agree,Agree,Neither agree nor disagree,Strongly disagree,,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,,1,Sometimes,Strongly agree,Strongly agree,Disagree,Strongly disagree,,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,1,Usually,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Agree,Neither agree nor disagree,Strongly disagree,,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly disagree,
14017612764,1,1,1,1,0,,ER / EER,,0,1,0,1,1,0,1,0,1,0,1,Proprietary,Other (please specify),Proprietary,More than 3 years,30,1,1,1,1,1,1,I have been involved in the design and implementation of structural concept modeling tools.,Expert,1,1,1,1,0,,1,0,0,0,1,1,1,0,,Bachelor's degree,,1,Sometimes,Agree,Agree,Agree,Disagree,,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,,1,Usually,Agree,Agree,Agree,Disagree,,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,1,Sometimes,Agree,Agree,Agree,Strongly disagree,,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,,1,Rarely,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14018191047,0,1,0,0,0,,OntoUML,,1,0,0,0,0,0,0,0,0,0,0,,Visual Paradigm,,More than 3 years,8,1,1,0,0,1,0,,Intermediate,0,1,0,0,0,,0,0,0,0,0,1,0,0,,Master's degree or higher education,,1,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,,1,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,1,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,1,Sometimes,Agree,Agree,Neither agree nor disagree,Disagree,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,1,Rarely,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,1,Sometimes,Agree,Agree,Neither agree nor disagree,Disagree,,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Agree,Neither agree nor disagree,Disagree,,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,,1,Rarely,Agree,Agree,Neither agree nor disagree,Disagree,,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14018188338,1,0,1,1,0,,ER / EER,,0,1,0,0,1,0,0,0,0,0,0,,Draw.io,,More than 3 years,10,1,0,0,0,0,0,,Expert,1,1,0,0,0,,0,0,0,0,0,1,0,0,,Master's degree or higher education,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Neither agree nor disagree,Agree,Agree,Strongly disagree,,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,,1,Rarely,Agree,Agree,Disagree,Strongly disagree,,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Agree,Agree,Agree,Strongly disagree,,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Agree,,1,Sometimes,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Agree,Agree,Agree,Disagree,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14018184101,1,1,1,1,0,,OntoUML,,1,1,0,0,1,0,0,0,0,0,1,OpenPonk ;-),Other (please specify),OpenPonk,More than 3 years,19,1,1,1,1,1,1,Leading CM teams,Expert,1,1,1,0,0,,1,1,1,1,0,0,1,0,,Master's degree or higher education,,1,Sometimes,Agree,Strongly agree,Disagree,Disagree,,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,,1,Usually,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Agree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14018168894,1,1,1,0,0,,OntoUML,,1,0,0,0,0,0,0,0,0,0,0,,Visual Paradigm,,Between 1 and 3 years.,,0,1,0,0,0,0,,Advanced,0,1,1,1,0,,0,0,0,0,1,1,1,0,,Master's degree or higher education,,1,Usually,Agree,Agree,Neither agree nor disagree,Disagree,,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,,1,Usually,Disagree,Disagree,Agree,Disagree,,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,,1,Usually,Agree,Agree,Agree,Disagree,,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,,1,Usually,Strongly agree,Strongly agree,Strongly agree,Disagree,,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,,1,Sometimes,Agree,Agree,Agree,Disagree,,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,,1,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,,1,Sometimes,Agree,Agree,Agree,Disagree,,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,,1,Usually,Neither agree nor disagree,Agree,Agree,Disagree,,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,,1,Sometimes,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,,1,Rarely,Agree,Agree,Agree,Disagree,,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,,1,Usually,Agree,Neither agree nor disagree,Agree,Disagree,,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,,1,Sometimes,Neither agree nor disagree,Agree,Agree,Agree,,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,,1,Sometimes,Agree,Agree,Agree,Disagree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,
14018166662,1,0,1,0,0,,ER / EER,,1,0,0,1,0,0,0,0,0,0,0,,Lucidchart,,More than 3 years,30,1,1,0,1,0,0,,Expert,1,1,0,0,0,,0,0,1,1,0,0,0,0,,Master's degree or higher education,,1,Sometimes,Disagree,Disagree,Agree,Disagree,,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,
14018153515,1,0,1,0,1,"Owl, OKBC",ER / EER,,0,0,0,0,0,0,0,0,0,0,1,Bee-Up,Other (please specify),Bee-Up,More than 3 years,20,1,1,1,1,1,0,,Expert,1,1,0,0,0,,1,0,0,0,0,0,1,0,,Master's degree or higher education,,1,Rarely,Disagree,Strongly disagree,Disagree,Disagree,,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,,1,Sometimes,Disagree,Agree,Neither agree nor disagree,Disagree,,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Neither agree nor disagree,Agree,Disagree,Disagree,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14018152285,1,0,1,0,0,,UML,,0,1,0,0,0,0,0,0,0,0,0,,Enterprise Architect (Sparx Systems),,Between 1 and 3 years.,,1,1,1,1,1,0,,Advanced,0,0,1,0,0,,0,0,0,0,1,1,1,0,,Bachelor's degree,,1,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Disagree,Disagree,Disagree,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14018151913,1,0,1,1,1,Pre-conceptual schemas,UML,,0,0,0,1,1,0,1,0,0,0,1,EMF (Eclipse Modelling Framework),Draw.io,,More than 3 years,7,1,1,1,1,1,1,I have involved in transforming structural conceptual models into code (manually or automatically),Expert,1,1,0,0,1,Software development,1,0,1,1,0,1,1,0,,Master's degree or higher education,,0,,,,,,,,,,,,,,,1,Usually,Agree,Disagree,Disagree,Disagree,,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Usually,Agree,Agree,Agree,Neither agree nor disagree,,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,,1,Usually,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,,0,,,,,,,,,,,,,,,1,Always,Disagree,Agree,Agree,Disagree,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Usually,Disagree,Agree,Disagree,Disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,1,Usually,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,1,Sometimes,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14018114462,1,1,0,0,0,,OntoUML,,1,0,0,1,1,0,0,0,0,0,0,,Visual Paradigm,,Between 1 and 3 years.,,1,1,1,1,1,0,,Intermediate,1,1,1,0,0,,1,0,1,0,0,0,1,0,,Bachelor's degree,,1,Sometimes,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,"It is completelly normal to feel that when when working with a new domain, and sometimes not even the stakeholders are completelly familiar with it. Its a part of the process of conceptual modeling to deeply study the domain field.",0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Usually,Disagree,Disagree,Disagree,Disagree,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,,1,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Rarely,Disagree,Disagree,Strongly disagree,Disagree,,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,,0,,,,,,,,,,,,,,
14018091181,0,0,1,0,0,,ER / EER,,0,1,0,0,1,0,0,0,0,0,1,"Excel, Visio, Word, anything goes",Enterprise Architect (Sparx Systems),,Between 1 and 3 years.,,0,1,0,0,0,0,,Beginner,0,0,0,1,0,,0,0,0,0,1,1,1,0,,Master's degree or higher education,,1,Usually,Disagree,Neither agree nor disagree,Agree,Strongly agree,,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,,1,Usually,Neither agree nor disagree,Agree,Agree,Agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,0,,,,,,,,,,,,,,,1,Usually,Agree,Agree,Agree,Agree,,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Usually,Neither agree nor disagree,Agree,Agree,Agree,,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Usually,Agree,Agree,Agree,Agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,0,,,,,,,,,,,,,,,1,Always,Agree,Agree,Agree,Agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Always,Strongly agree,Agree,Agree,Agree,,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Always,Strongly agree,Strongly agree,Strongly agree,Agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Sometimes,Agree,Agree,Agree,Agree,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Always,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,0,,,,,,,,,,,,,,,1,Always,Agree,Agree,Agree,Agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Always,Agree,Agree,Agree,Agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,1,Sometimes,Agree,Agree,Agree,Agree,,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,
14018083428,1,1,0,0,0,,UML,,1,1,0,0,0,0,1,0,0,0,0,,MagicDraw,,More than 3 years,9,1,1,1,0,0,0,,Advanced,0,1,0,0,1,Standards,1,0,0,1,1,1,0,0,,Master's degree or higher education,,0,,,,,,,,,,,,,,,1,Rarely,Agree,Agree,Agree,Agree,,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,,0,,,,,,,,,,,,,,,1,Always,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Usually,Agree,Agree,Agree,Agree,,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Always,Neither agree nor disagree,Agree,Agree,Strongly agree,,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,,0,,,,,,,,,,,,,,
14017918671,1,0,1,0,0,,UML,,0,0,0,0,0,1,0,0,0,0,1,Signavio,ArgoUML,,More than 3 years,20,0,1,0,0,1,0,,Expert,1,1,0,0,0,,0,0,1,0,0,0,0,0,,Master's degree or higher education,,1,Sometimes,Strongly disagree,Strongly disagree,Agree,Strongly disagree,,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Strongly disagree,Strongly disagree,Agree,Strongly disagree,,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Strongly disagree,Agree,Strongly disagree,Strongly disagree,,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,0,,,,,,,,,,,,,,,1,Sometimes,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,1,Usually,Agree,Agree,Agree,Strongly disagree,,Agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Always,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
14017853062,1,1,1,0,1,CCD of the OO-Method,UML,,0,0,0,0,0,0,0,0,0,0,1,Integranova,Other (please specify),Integranova,More than 3 years,30,1,1,0,0,1,0,,Expert,1,1,1,0,0,,1,0,0,0,0,0,0,0,,Master's degree or higher education,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Sometimes,Disagree,Agree,Agree,Disagree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Usually,Agree,Agree,Agree,Disagree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Usually,Agree,Agree,Agree,Disagree,,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
